26,#1785,IF,status,is,... >= 200 DM (salary),AND,number_credits,is,1,AND,employment_duration,is not,unemployed and < 1 yr,AND,amount,<=,3888,AND,
,,,job,is not,unskilled - resident,AND,present_residence,is not,< 1 yr and 1 to 4 yrs,...,...,...,...,...,...,...,...,THEN,accept,59,0.956522

27,#9139,IF,duration,>=,15,AND,other_installment_plans,is not,bank,AND,present_residence,is not,< 1 yr and 1 to 4 yrs,AND,age,in,34 to 51,AND,
,,,status,is,... >= 200 DM (salary),...,...,...,...,...,...,...,...,...,...,...,...,THEN,accept,49,0.909091

28,#4105,IF,duration,<=,15,AND,purpose,is not,others,AND,installment_rate,is,25 to 35,AND,other_debtors,is,none,AND,
,,,employment_duration,is,4 to 7 yrs or >= 7 yrs,...,...,...,...,...,...,...,...,...,...,...,...,THEN,accept,18,0.733333

29,#2660,IF,status,is,... >= 200 DM (salary),AND,amount,<=,1381,AND,housing,is not,rent,AND,people_liable,is,0 to 2,THEN,accept,66,1.000000

30,#1665,IF,housing,is,own,AND,duration,<=,8,AND,status,is not,no checking account and ... < 0 DM,...,...,...,...,THEN,accept,35,1.000000

31,#6795,IF,status,is,... >= 200 DM (salary),AND,duration,<=,16,AND,job,is,skilled employee / official,AND,age,>=,25,THEN,accept,97,0.974359

32,#720,IF,employment_duration,is,4 to 7 yrs or >= 7 yrs,AND,housing,is,own,AND,purpose,is not,others,AND,amount,>=,1934,AND,
,,,credit_history,is not,all credits at this bank paid back duly,AND,status,is not,no checking account and ... < 0 DM,...,...,...,...,...,...,...,...,THEN,accept,45,0.918919

33,#9185,IF,other_installment_plans,is not,bank,AND,status,is,... >= 200 DM (salary),AND,amount,in,3607 to 7834,AND,employment_duration,is,4 to 7 yrs or >= 7 yrs,THEN,accept,35,0.960000

34,#9128,IF,duration,>=,15,AND,other_installment_plans,is not,bank,AND,present_residence,is not,< 1 yr and 1 to 4 yrs,AND,age,<=,34,AND,
,,,telephone,is,No,AND,credit_history,is not,delay in paying off in the past,AND,status,is not,no checking account,AND,amount,<=,3064,THEN,accept,22,0.590909

35,#5581,IF,housing,is not,rent,AND,property,is not,unknown / no property,AND,duration,<=,15,AND,status,is not,no checking account and ... < 0 DM,AND,
,,,amount,<=,799,...,...,...,...,...,...,...,...,...,...,...,...,THEN,accept,21,0.600000

36,#9376,IF,duration,>=,15,AND,credit_history,is not,no credits taken/all credits paid back duly,AND,employment_duration,is,4 to 7 yrs,AND,status,is not,no checking account and ... < 0 DM,THEN,accept,27,0.809524

37,#7407,IF,other_installment_plans,is not,bank,AND,number_credits,is not,2 to 3,AND,telephone,is,No,AND,status,is,0 to 200 DM,AND,
,,,people_liable,is,0 to 2,...,...,...,...,...,...,...,...,...,...,...,...,THEN,accept,24,0.565217

38,#9501,IF,credit_history,is not,all credits at this bank paid back duly,AND,duration,>=,12,AND,housing,is,own,AND,amount,<=,1047,THEN,accept,16,0.666667

39,#2661,IF,status,is,... >= 200 DM (salary),AND,amount,in,1381 to 3888,AND,housing,is not,rent,AND,people_liable,is,0 to 2,AND,
,,,present_residence,is not,4 to 7 yrs and >= 7 yrs,...,...,...,...,...,...,...,...,...,...,...,...,THEN,accept,73,0.836364

40,#5967,IF,property,is not,unknown / no property,AND,savings,is,unknown/no savings account or < 100 DM,AND,purpose,is not,car (new),AND,housing,is,own,AND,
,,,duration,<=,11,AND,employment_duration,is,4 to 7 yrs or >= 7 yrs,...,...,...,...,...,...,...,...,THEN,accept,35,0.925926

41,#3608,IF,credit_history,is,no credits taken/all credits paid back duly,AND,status,is not,... >= 200 DM (salary),AND,duration,>=,15,AND,amount,>=,2745,AND,
,,,other_debtors,is not,co-applicant,...,...,...,...,...,...,...,...,...,...,...,...,THEN,accept,108,0.521277

42,#2822,IF,installment_rate,is not,25 to 35 and >= 35,AND,other_debtors,is,none,AND,age,>=,57,...,...,...,...,THEN,accept,21,0.833333

43,#2879,IF,telephone,is,No,AND,purpose,is,furniture/equipment,...,...,...,...,...,...,...,...,THEN,accept,185,0.695652

44,#4249,IF,status,is,... >= 200 DM (salary),AND,employment_duration,is,4 to 7 yrs or >= 7 yrs,AND,duration,>=,26,...,...,...,...,THEN,accept,42,1.000000

45,#3011,IF,credit_history,is not,all credits at this bank paid back duly,AND,installment_rate,is not,25 to 35 and >= 35,AND,amount,>=,9504,...,...,...,...,THEN,reject,23,0.700000

46,#3524,IF,duration,>=,15,AND,purpose,is not,others,AND,status,is,... >= 200 DM (salary),AND,employment_duration,is not,unemployed and < 1 yr,AND,
,,,present_residence,is not,< 1 yr and 1 to 4 yrs,AND,savings,is,unknown/no savings account or < 100 DM,...,...,...,...,...,...,...,...,THEN,accept,34,0.916667

47,#4868,IF,telephone,is,Yes,AND,other_installment_plans,is,none,AND,status,is not,no checking account,AND,credit_history,is,no credits taken/all credits paid back duly,THEN,accept,126,0.761905

48,#2319,IF,status,is,... >= 200 DM (salary),AND,people_liable,is,0 to 2,AND,age,>=,22,AND,other_installment_plans,is,none,AND,
,,,housing,is not,rent,AND,property,is not,building soc. savings agr./life insurance,AND,number_credits,is not,2 to 3,AND,present_residence,is not,< 1 yr and 1 to 4 yrs,THEN,accept,60,0.977778

49,#2663,IF,status,is,... >= 200 DM (salary),AND,amount,in,1381 to 2847,AND,housing,is not,rent,AND,people_liable,is,0 to 2,AND,
,,,present_residence,is not,< 1 yr and 1 to 4 yrs,AND,personal_status_sex,is,married male,...,...,...,...,...,...,...,...,THEN,accept,37,1.000000

