,,,number_credits,is not,2 to 3,AND,installment_rate,is not,< 20,AND,duration,>=,20,...,...,...,...,THEN,accept,41,0.840000

32,#6133,IF,purpose,is not,furniture/equipment,AND,status,is,... >= 200 DM (salary),AND,credit_history,is not,existing credits paid back duly till now,AND,amount,<=,1965,AND,
,,,property,is not,real estate,AND,employment_duration,is,4 to 7 yrs or >= 7 yrs,...,...,...,...,...,...,...,...,THEN,accept,27,0.954545

33,#617,IF,savings,is not,500 to 1000 DM and >= 1000 DM,AND,duration,>=,12,AND,status,is not,no checking account and ... < 0 DM,AND,job,is,skilled employee / official,AND,
,,,credit_history,is not,existing credits paid back duly till now,AND,installment_rate,is not,>= 35,AND,amount,in,2781 to 5533,...,...,...,...,THEN,accept,20,0.888889

34,#895,IF,property,is not,real estate and building soc. savings agr./life insurance,AND,status,is,... >= 200 DM (salary),AND,housing,is not,rent,AND,credit_history,is not,no credits taken/all credits paid back duly and existing credits paid back duly till now,THEN,accept,73,0.928571

35,#5765,IF,other_installment_plans,is not,bank,AND,housing,is not,rent,AND,credit_history,is not,delay in paying off in the past,AND,savings,is not,500 to 1000 DM and >= 1000 DM,AND,
,,,property,is not,real estate,AND,duration,<=,6,...,...,...,...,...,...,...,...,THEN,accept,24,0.866667

36,#587,IF,savings,is not,500 to 1000 DM and >= 1000 DM,AND,duration,<=,8,AND,job,is,skilled employee / official,AND,present_residence,is not,>= 7 yrs,THEN,accept,30,0.961538

37,#4577,IF,purpose,is,furniture/equipment,AND,employment_duration,is,4 to 7 yrs or >= 7 yrs,AND,amount,in,2215 to 3608,AND,telephone,is,No,THEN,accept,21,0.882353

38,#9519,IF,credit_history,is,all credits at this bank paid back duly,AND,amount,in,1142 to 4731,AND,savings,is not,unknown/no savings account,...,...,...,...,THEN,accept,77,0.933333

39,#2773,IF,duration,in,6 to 15,AND,people_liable,is,0 to 2,AND,credit_history,is not,critical account/other credits elsewhere and all credits at this bank paid back duly,AND,other_debtors,is,none,AND,
,,,status,is,... >= 200 DM (salary),AND,purpose,is not,furniture/equipment,AND,present_residence,is not,< 1 yr and 1 to 4 yrs,...,...,...,...,THEN,accept,27,0.954545

40,#9330,IF,credit_history,is,no credits taken/all credits paid back duly,AND,status,is,... >= 200 DM (salary),AND,installment_rate,is not,< 20 and 20 to 25,AND,other_installment_plans,is,none,AND,
,,,age,>=,33,AND,amount,<=,3418,...,...,...,...,...,...,...,...,THEN,accept,40,0.962963

41,#6900,IF,credit_history,is,all credits at this bank paid back duly,AND,job,is not,unemployed/ unskilled - non-resident,AND,status,is,... >= 200 DM (salary),AND,other_installment_plans,is,none,AND,
,,,amount,<=,6678,AND,purpose,is not,furniture/equipment,...,...,...,...,...,...,...,...,THEN,accept,72,1.000000

42,#9326,IF,credit_history,is,no credits taken/all credits paid back duly,AND,status,is,... >= 200 DM (salary),AND,installment_rate,is not,25 to 35 and >= 35,AND,savings,is not,>= 1000 DM,THEN,accept,51,0.883721

43,#4760,IF,amount,>=,7489,AND,purpose,is not,others and car (new) and furniture/equipment,AND,savings,is not,>= 1000 DM,AND,age,>=,30,THEN,reject,16,0.846154

44,#7221,IF,credit_history,is not,all credits at this bank paid back duly,AND,property,is,car or other,AND,personal_status_sex,is,married male,AND,age,in,28 to 36,AND,
,,,installment_rate,is not,< 20 and 20 to 25,AND,employment_duration,is not,unemployed and < 1 yr,...,...,...,...,...,...,...,...,THEN,accept,29,0.800000

45,#5312,IF,telephone,is,No,AND,purpose,is not,others,AND,credit_history,is not,all credits at this bank paid back duly,AND,savings,is not,500 to 1000 DM and >= 1000 DM,AND,
,,,status,is,... >= 200 DM (salary),AND,number_credits,is,1,...,...,...,...,...,...,...,...,THEN,accept,61,0.808511

46,#9467,IF,property,is,real estate,AND,age,<=,30,AND,housing,is not,rent,AND,status,is not,no checking account and ... < 0 DM,THEN,accept,35,0.740741

47,#4333,IF,housing,is,own,AND,other_installment_plans,is not,bank,AND,job,is,skilled employee / official,AND,employment_duration,is not,unemployed and < 1 yr,AND,
,,,credit_history,is,all credits at this bank paid back duly,AND,age,>=,30,AND,purpose,is not,car (used),...,...,...,...,THEN,accept,74,0.913793

48,#9347,IF,duration,<=,15,AND,amount,<=,1384,AND,property,is not,real estate and unknown / no property,AND,other_installment_plans,is,none,AND,
,,,present_residence,is,>= 7 yrs,...,...,...,...,...,...,...,...,...,...,...,...,THEN,accept,34,0.678571

49,#3714,IF,purpose,is,furniture/equipment,AND,age,<=,22,AND,installment_rate,is not,< 20 and 20 to 25,...,...,...,...,THEN,reject,11,0.750000

